TOP MARKET CAP COMPANIES
Processed 486 entries
-----------------------------------------------------------------------

Symbol   Market Cap           Name                                     Sector
	QCOM     Qualcomm                                         180224524288
	SWKS     Skyworks Solutions                                11133048832
	TXN      Texas Instruments                                236019728384
------------------------------------------------------------------------
	Total:                                                  10520160789504

Interactive Media & Services
Comprised of:
	GOOGL    Alphabet Inc. (Class A)                         4139343675392
	GOOG     Alphabet Inc. (Class C)                         4100819517440
	MTCH     Match Group                                        9609005056
	META     Meta Platforms                                  1571225468928
------------------------------------------------------------------------
	Total:                                                   9820997666816

Technology Hardware Storage & Peripherals
Comprised of:
	AAPL     Apple Inc.                                      4669700046848
	DELL     Dell Technologies                                338669076480
	HPE      Hewlett Packard Enterprise                        69028167680
	HPQ      HP Inc.                                           29434456064
	NTAP     NetApp                                            36453404672
	STX      Seagate Technology                               192786563072
	SMCI     Supermicro                                        25609703424
	WDC      Western Digital                                  168538456064
------------------------------------------------------------------------
	Total:                                                   5530219874304

Systems Software
Comprised of:
	CRWD     CrowdStrike                                      218200522752
	FTNT     Fortinet                                         114672107520
	GEN      Gen Digital                                       18346690560
	MSFT     Microsoft                                       3710545297408
	PANW     Palo Alto Networks                               271606906880
	NOW      ServiceNow                                       146043338752
------------------------------------------------------------------------
	Total:                                                   4479414863872

Broadline Retail
Comprised of:
	AMZN     Amazon                                          2788369891328
	EBAY     eBay                                              46017449984
------------------------------------------------------------------------
	Total:                                                   2834387341312

Pharmaceuticals
Comprised of:
	BMY      Bristol Myers Squibb                             136494186496
	JNJ      Johnson & Johnson                                663276421120
	LLY      Lilly (Eli)                                     1024490143744
	MRK      Merck & Co.                                      370889916416
	PFE      Pfizer                                           162155724800
	VTRS     Viatris                                           19388213248
	ZTS      Zoetis                                            31326480384
------------------------------------------------------------------------
	Total:                                                   2408021086208

Diversified Banks
Comprised of:
	BAC      Bank of America                                  438305488896
	C        Citigroup                                        231016595456
	JPM      JPMorgan Chase                                   953331941376
	PNC      PNC Financial Services                            97980571648
	TFC      Truist Financial                                  63096995840
	USB      U.S. Bancorp                                      98733719552
	WFC      Wells Fargo                                      272069214208
------------------------------------------------------------------------
	Total:                                                   2154534526976

Automobile Manufacturers
Comprised of:
	F        Ford Motor Company                                58298650624
	GM       General Motors                                    79374663680
	TSLA     Tesla Inc.                                      1398455795712
------------------------------------------------------------------------
	Total:                                                   1536129110016

Consumer Staples Merchandise Retail
Comprised of:
	COST     Costco                                           406111289344
	DG       Dollar General                                    29388363776
	DLTR     Dollar Tree                                       24658374656
	TGT      Target Corporation                                74703691776
	WMT      Walmart                                          850021580800
------------------------------------------------------------------------
	Total:                                                   1384883300352

Aerospace & Defense
Comprised of:
	AXON     Axon Enterprise                                   41891696640
	BA       Boeing                                           167633453056
	GE       GE Aerospace                                     349783064576
	GD       General Dynamics                                  97235550208
	HWM      Howmet Aerospace                                 103397236736
	HII      Huntington Ingalls Industries                     11266957312
	LHX      L3Harris                                          47754743808
	LMT      Lockheed Martin                                  121229770752
	NOC      Northrop Grumman                                  73159614464
	RTX      RTX Corporation                                  270616330240
	TXT      Textron                                           13749401600
	TDG      TransDigm Group                                   64997625856
------------------------------------------------------------------------
	Total:                                                   1362715445248

Transaction & Payment Processing Services
Comprised of:
	CPAY     Corpay                                            27338686464
	FIS      Fidelity National Information Services            21652066304
	GPN      Global Payments                                   24487786496
	JKHY     Jack Henry & Associates                           11613452288
	MA       Mastercard                                       507393736704
	PYPL     PayPal                                            47375519744
	V        Visa Inc.                                        700273459200
------------------------------------------------------------------------
	Total:                                                   1340134707200

Biotechnology
Comprised of:
	ABBV     AbbVie                                           453194874880
	AMGN     Amgen                                            236380536832
	BIIB     Biogen                                            32628516864
	GILD     Gilead Sciences                                  187227029504
	INCY     Incyte                                            25691938816
	MRNA     Moderna                                           58108788736
	REGN     Regeneron Pharmaceuticals                         85217902592
	VRTX     Vertex Pharmaceuticals                           138332192768
------------------------------------------------------------------------
	Total:                                                   1216781780992

Application Software
Comprised of:
	ADBE     Adobe Inc.                                       105937731584
	ADSK     Autodesk                                          45541097472
	CDNS     Cadence Design Systems                            80731348992
	FICO     Fair Isaac                                        20134612992
	INTU     Intuit                                            91005763584
	ORCL     Oracle Corporation                               457361195008
	PTC      PTC Inc.                                          15301554176
	CRM      Salesforce                                       213346304000
	SNPS     Synopsys                                          75474173952
	TYL      Tyler Technologies                                14907855872
------------------------------------------------------------------------
	Total:                                                   1119741637632

Integrated Oil & Gas
Comprised of:
	CVX      Chevron Corporation                              409190465536
	XOM      ExxonMobil                                       655726608384
------------------------------------------------------------------------
	Total:                                                   1064917073920

Semiconductor Materials & Equipment
Comprised of:
	AMAT     Applied Materials                                360856682496
	ENPH     Enphase Energy                                     4793501184
	KLAC     KLA Corporation                                  242495094784
	LRCX     Lam Research                                     384968884224
	TER      Teradyne                                          55818338304
------------------------------------------------------------------------
	Total:                                                   1048932500992

Health Care Equipment
Comprised of:
	ABT      Abbott Laboratories                              188690612224
	BAX      Baxter International                              13354006528
	BDX      Becton Dickinson                                  50320740352
	BSX      Boston Scientific                                 69273174016
	DXCM     Dexcom                                            33170012160
	EW       Edwards Lifesciences                              51764420608
	GEHC     GE HealthCare                                     31323848704
	IDXX     Idexx Laboratories                                42232381440
	PODD     Insulet Corporation                               10228357120
	ISRG     Intuitive Surgical                               131380568064
	MDT      Medtronic                                        120456413184
	RMD      ResMed                                            32940013568
	RVTY     Revvity                                           14530781184
	STE      Steris                                            21897549824
	SYK      Stryker Corporation                              116272504832
	TFX      Teleflex                                           5862644736
	ZBH      Zimmer Biomet                                     18705645568
------------------------------------------------------------------------
	Total:                                                    952403674112

Investment Banking & Brokerage
Comprised of:
	SCHW     Charles Schwab Corporation                       188999090176
	GS       Goldman Sachs                                    302413512704
	MS       Morgan Stanley                                   341943681024
	RJF      Raymond James Financial                           34296168448
------------------------------------------------------------------------
	Total:                                                    867652452352

Communications Equipment
Comprised of:
	ANET     Arista Networks                                  244400128000
	CSCO     Cisco                                            430530461696
	FFIV     F5 Inc.                                           22111215616
	MSI      Motorola Solutions                                77459365888
------------------------------------------------------------------------
	Total:                                                    774501171200

Electric Utilities
Comprised of:
	LNT      Alliant Energy                                    17623580672
	AEP      American Electric Power                           67777474560
	CEG      Constellation Energy                             105923731456
	DUK      Duke Energy                                       93735796736
	EIX      Edison International                              21845889024
	ETR      Entergy                                           51251187712
	EVRG     Evergy                                            18800447488
	ES       Eversource Energy                                 26762741760
	EXC      Exelon                                            44960280576
	FE       FirstEnergy                                       27053225984
	PPL      PPL Corporation                                   26421850112
	PEG      Public Service Enterprise Group                   36726284288
	SO       Southern Company                                 101358485504
	VST      Vistra Corp.                                      50110337024
	WEC      WEC Energy Group                                  34520481792
------------------------------------------------------------------------
	Total:                                                    724871794688

Soft Drinks & Non-alcoholic Beverages
Comprised of:
	KO       Coca-Cola Company (The)                          378925481984
	KDP      Keurig Dr Pepper                                  44349317120
	MNST     Monster Beverage                                  85845647360
	PEP      PepsiCo                                          188002582528
------------------------------------------------------------------------
	Total:                                                    697123028992

Asset Management & Custody Banks
Comprised of:
	AMP      Ameriprise Financial                              49553502208
	BLK      BlackRock                                        182345416704
	BX       Blackstone Inc.                                  162739781632
	BEN      Franklin Resources                                17645510656
	IVZ      Invesco                                           14600397824
	KKR      KKR                                               99498409984
	NTRS     Northern Trust                                    34145013760
	STT      State Street Corporation                          53363560448
	TROW     T. Rowe Price                                     23417815040
------------------------------------------------------------------------
	Total:                                                    637309408256

Construction Machinery & Heavy Transportation Equipment
Comprised of:
	CAT      Caterpillar Inc.                                 374147776512
	CMI      Cummins                                           77377372160
	PCAR     Paccar                                            65637707776
	WAB      Wabtec                                            47778119680
------------------------------------------------------------------------
	Total:                                                    564940976128

Hotels Resorts & Cruise Lines
Comprised of:
	ABNB     Airbnb                                           108943065088
	BKNG     Booking Holdings                                 149776252928
	CCL      Carnival                                          32200452096
	EXPE     Expedia Group                                     35770564608
	HLT      Hilton Worldwide                                  70035701760
	MAR      Marriott International                            87750467584
	NCLH     Norwegian Cruise Line Holdings                     7149554688
	RCL      Royal Caribbean Group                             70925615104
------------------------------------------------------------------------
	Total:                                                    562551673856

Life Sciences Tools & Services
Comprised of:
	A        Agilent Technologies                              42531786752
	TECH     Bio-Techne                                        11358345216
	CRL      Charles River Laboratories                        13772664832
	DHR      Danaher Corporation                              145982078976
	IQV      IQVIA                                             44074938368
	MTD      Mettler Toledo                                    26954383360
	TMO      Thermo Fisher Scientific                         226943500288
	WAT      Waters Corporation                                40195325952
------------------------------------------------------------------------
	Total:                                                    551813023744

Financial Exchanges & Data
Comprised of:
	CBOE     Cboe Global Markets                               31160127488
	CME      CME Group                                        101146050560
	FDS      FactSet                                           10739371008
	ICE      Intercontinental Exchange                         90530471936
	MKTX     MarketAxess                                        5749814784
	MCO      Moody's Corporation                               85473476608
	MSCI     MSCI                                              41657827328
	NDAQ     Nasdaq Inc.                                       54153723904
	SPGI     S&P Global                                       130746753024
------------------------------------------------------------------------
	Total:                                                    551357616640

Movies & Entertainment
Comprised of:
	LYV      Live Nation Entertainment                         40418471936
	NFLX     Netflix                                          325828280320
	PARA     Paramount Global                                      3586470
	DIS      Walt Disney Company (The)                        181837381632
------------------------------------------------------------------------
	Total:                                                    548087720358

Multi-Utilities
Comprised of:
	AEE      Ameren                                            29475502080
	CNP      CenterPoint Energy                                26131431424
	CMS      CMS Energy                                        21148637184
	ED       Consolidated Edison                               39678914560
	D        Dominion Energy                                   57907986432
	DTE      DTE Energy                                        28316624896
	NEE      NextEra Energy                                   174002061312
	NI       NiSource                                          19848992768
	PCG      PG&E Corporation                                  31493849088
	PNW      Pinnacle West                                     11819153408
	SRE      Sempra                                            54953787392
	XEL      Xcel Energy                                       47297310720
------------------------------------------------------------------------
	Total:                                                    542074251264

Managed Health Care
Comprised of:
	CNC      Centene Corporation                               33117425664
	ELV      Elevance Health                                   88374239232
	HUM      Humana                                            48217047040
	MOH      Molina Healthcare                                 10481760256
	UNH      UnitedHealth Group                               356470816768
------------------------------------------------------------------------
	Total:                                                    536661288960

Property & Casualty Insurance
Comprised of:
	ALL      Allstate                                          65634340864
	ACGL     Arch Capital Group                                33452099584
	CB       Chubb Limited                                    131785375744
	CINF     Cincinnati Financial                              26260094976
	HIG      Hartford (The)                                    37480558592
	PGR      Progressive Corporation                          127231852544
	TRV      Travelers Companies (The)                         77037182976
	WRB      W. R. Berkley Corporation                         25666670592
------------------------------------------------------------------------
	Total:                                                    524548175872

Industrial Machinery & Supplies & Components
Comprised of:
	DOV      Dover Corporation                                 25977122816
	FTV      Fortive                                           17358786560
	HUBB     Hubbell Incorporated                              24345262080
	IEX      IDEX Corporation                                  16494090240
	ITW      Illinois Tool Works                               76930170880
	IR       Ingersoll Rand                                    29627635712
	NDSN     Nordson Corporation                               17738364928
	OTIS     Otis Worldwide                                    27107463168
	PH       Parker Hannifin                                  121332039680
	PNR      Pentair                                            9730269184
	SNA      Snap-on                                           19811487744
	SWK      Stanley Black & Decker                            14702980096
	GWW      W. W. Grainger                                    62533304320
	XYL      Xylem Inc.                                        24677222400
------------------------------------------------------------------------
	Total:                                                    488366199808

Internet Services & Infrastructure
Comprised of:
	AKAM     Akamai Technologies                               15121861632
	GDDY     GoDaddy                                           12830679040
	PLTR     Palantir Technologies                            418925182976
	VRSN     Verisign                                          26404030464
------------------------------------------------------------------------
	Total:                                                    473281754112

Oil & Gas Exploration & Production
Comprised of:
	APA      APA Corporation                                   14984535040
	COP      ConocoPhillips                                   161291567104
	DVN      Devon Energy                                      52866002944
	FANG     Diamondback Energy                                56043237376
	EOG      EOG Resources                                     77332340736
	EQT      EQT Corporation                                   34509717504
	OXY      Occidental Petroleum                              60018229248
------------------------------------------------------------------------
	Total:                                                    457045629952

Home Improvement Retail
Comprised of:
	HD       Home Depot (The)                                 320308248576
	LOW      Lowe's                                           114707488768
------------------------------------------------------------------------
	Total:                                                    435015737344

Restaurants
Comprised of:
	CMG      Chipotle Mexican Grill                            46769848320
	DRI      Darden Restaurants                                24624936960
	DPZ      Domino's                                          11283518464
	MCD      McDonald's                                       180936867840
	SBUX     Starbucks                                        119095803904
	YUM      Yum! Brands                                       41128923136
------------------------------------------------------------------------
	Total:                                                    423839898624

Personal Care Products
Comprised of:
	EL       Estée Lauder Companies (The)                      37576019968
	KVUE     Kenvue                                            35995295744
	PG       Procter & Gamble                                 340389986304
------------------------------------------------------------------------
	Total:                                                    413961302016

Tobacco
Comprised of:
	MO       Altria                                           115011952640
	PM       Philip Morris International                      284493709312
------------------------------------------------------------------------
	Total:                                                    399505661952

Integrated Telecommunication Services
Comprised of:
	T        AT&T                                             175969271808
	VZ       Verizon                                          208320430080
------------------------------------------------------------------------
	Total:                                                    384289701888

IT Consulting & Other Services
Comprised of:
	ACN      Accenture                                        114261827584
	CTSH     Cognizant                                         29472630784
	EPAM     EPAM Systems                                       6037740032
	IT       Gartner                                           11772231680
	IBM      IBM                                              221297950720
------------------------------------------------------------------------
	Total:                                                    382842380800

Consumer Finance
Comprised of:
	AXP      American Express                                 220259057664
	COF      Capital One                                      134724608000
	SYF      Synchrony Financial                               26003638272
------------------------------------------------------------------------
	Total:                                                    380987303936

Electrical Components & Equipment
Comprised of:
	AME      Ametek                                            54486138880
	ETN      Eaton Corporation                                159533056000
	EMR      Emerson Electric                                  85594480640
	GNRC     Generac                                           11054706688
	ROK      Rockwell Automation                               48174022656
------------------------------------------------------------------------
	Total:                                                    358842404864

Rail Transportation
Comprised of:
	CSX      CSX Corporation                                   91530780672
	NSC      Norfolk Southern Railway                          73999474688
	UNP      Union Pacific Corporation                        172056150016
------------------------------------------------------------------------
	Total:                                                    337586405376

Electronic Components
Comprised of:
	APH      Amphenol                                         204132728832
	GLW      Corning Inc.                                     132642119680
------------------------------------------------------------------------
	Total:                                                    336774848512

Oil & Gas Refining & Marketing
Comprised of:
	MPC      Marathon Petroleum                               113534156800
	PSX      Phillips 66                                      101786247168
	VLO      Valero Energy                                    106740465664
------------------------------------------------------------------------
	Total:                                                    322060869632

Industrial Gases
Comprised of:
	APD      Air Products                                      67088470016
	LIN      Linde plc                                        220150300672
------------------------------------------------------------------------
	Total:                                                    287238770688

Oil & Gas Storage & Transportation
Comprised of:
	KMI      Kinder Morgan                                     69859532800
	OKE      ONEOK                                             60124033024
	TRGP     Targa Resources                                   62195716096
	WMB      Williams Companies                                90697867264
------------------------------------------------------------------------
	Total:                                                    282877149184

Building Products
Comprised of:
	AOS      A. O. Smith                                        8219750400
	ALLE     Allegion                                          13360978944
	BLDR     Builders FirstSource                               7078770688
	CARR     Carrier Global                                    49593954304
	JCI      Johnson Controls                                  87796162560
	MAS      Masco                                             14335524864
	TT       Trane Technologies                                98548383744
------------------------------------------------------------------------
	Total:                                                    278933525504

Specialty Chemicals
Comprised of:
	ALB      Albemarle Corporation                             14901678080
	CE       Celanese                                           4902484480
	DD       DuPont                                            17767202816
	EMN      Eastman Chemical Company                           8138912768
	ECL      Ecolab                                            78290173952
	IFF      International Flavors & Fragrances                22045454336
	LYB      LyondellBasell                                    20519370752
	PPG      PPG Industries                                    25015418880
	SHW      Sherwin-Williams                                  81010819072
------------------------------------------------------------------------
	Total:                                                    272591515136

Health Care Services
Comprised of:
	CI       Cigna                                             74653220864
	CVS      CVS Health                                       123727593472
	DVA      DaVita                                            11809398784
	LH       LabCorp                                           26510780416
	DGX      Quest Diagnostics                                 26173937664
------------------------------------------------------------------------
	Total:                                                    262874931200

Heavy Electrical Equipment
Comprised of:
	GEV      GE Vernova                                       250872922112
------------------------------------------------------------------------
	Total:                                                    250872922112

Packaged Foods & Meats
Comprised of:
	CPB      Campbell Soup Company                              6375649280
	CAG      Conagra Brands                                     7408195584
	GIS      General Mills                                     20470962176
	HSY      Hershey Company (The)                             34790277120
	HRL      Hormel Foods                                      11854556160
	SJM      J.M. Smucker Company (The)                        13468267520
	KHC      Kraft Heinz                                       29467719680
	LW       Lamb Weston                                        6856284672
	MKC      McCormick & Company                               14001788928
	MDLZ     Mondelez International                            78662057984
	TSN      Tyson Foods                                       18089631744
------------------------------------------------------------------------
	Total:                                                    241445390848

Health Care Distributors
Comprised of:
	CAH      Cardinal Health                                   57488068608
	COR      Cencora                                           63154253824
	HSIC     Henry Schein                                      10230863872
	MCK      McKesson Corporation                             105862881280
------------------------------------------------------------------------
	Total:                                                    236736067584

Health Care REITs
Comprised of:
	DOC      Healthpeak Properties                             14639760384
	VTR      Ventas                                            46303666176
	WELL     Welltower                                        170177495040
------------------------------------------------------------------------
	Total:                                                    231120921600

Apparel Retail
Comprised of:
	ROST     Ross Stores                                       73694642176
	TJX      TJX Companies                                    145909350400
------------------------------------------------------------------------
	Total:                                                    219603992576

Air Freight & Logistics
Comprised of:
	CHRW     C.H. Robinson                                     17251919872
	EXPD     Expeditors International                          24542230528
	FDX      FedEx                                             76330942464
	UPS      United Parcel Service                             87026450432
------------------------------------------------------------------------
	Total:                                                    205151543296

Insurance Brokers
Comprised of:
	AON      Aon                                               68535607296
	AJG      Arthur J. Gallagher & Co.                         67338215424
	BRO      Brown & Brown                                     23897872384
	ERIE     Erie Indemnity                                    13218878464
	WTW      Willis Towers Watson                              31087951872
------------------------------------------------------------------------
	Total:                                                    204078525440

Life & Health Insurance
Comprised of:
	AFL      Aflac                                             58762448896
	GL       Globe Life                                        13392553984
	MET      MetLife                                           62035259392
	PFG      Principal Financial Group                         24981729280
	PRU      Prudential Financial                              42096898048
------------------------------------------------------------------------
	Total:                                                    201268889600

Regional Banks
Comprised of:
	CFG      Citizens Financial Group                          29810892800
	FITB     Fifth Third Bancorp                               49743659008
	HBAN     Huntington Bancshares                             34407665664
	KEY      KeyCorp                                           23668912128
	MTB      M&T Bank                                          34760728576
	RF       Regions Financial Corporation                     25915697152
------------------------------------------------------------------------
	Total:                                                    198307555328

Environmental & Facilities Services
Comprised of:
	RSG      Republic Services                                 68196696064
	ROL      Rollins Inc.                                      17253873664
	VLTO     Veralto                                           23479736320
	WM       Waste Management                                  87533633536
------------------------------------------------------------------------
	Total:                                                    196463939584

Wireless Telecommunication Services
Comprised of:
	TMUS     T-Mobile US                                      194711355392
------------------------------------------------------------------------
	Total:                                                    194711355392

Agricultural & Farm Machinery
Comprised of:
	DE       Deere & Company                                  186993311744
------------------------------------------------------------------------
	Total:                                                    186993311744

Oil & Gas Equipment & Services
Comprised of:
	BKR      Baker Hughes                                      63034802176
	HAL      Halliburton                                       30968195072
	SLB      Schlumberger                                      85353078784
------------------------------------------------------------------------
	Total:                                                    179356076032

Retail REITs
Comprised of:
	FRT      Federal Realty Investment Trust                   10177274880
	KIM      Kimco Realty                                      15830629376
	O        Realty Income                                     57955856384
	REG      Regency Centers                                   14070514688
	SPG      Simon Property Group                              79508340736
------------------------------------------------------------------------
	Total:                                                    177542616064

Data Center REITs
Comprised of:
	DLR      Digital Realty                                    71148068864
	EQIX     Equinix                                          102221889536
------------------------------------------------------------------------
	Total:                                                    173369958400

Human Resource & Employment Services
Comprised of:
	ADP      Automatic Data Processing                        110288084992
	PAYX     Paychex                                           43326382080
	PAYC     Paycom                                            10441742336
------------------------------------------------------------------------
	Total:                                                    164056209408

Electronic Equipment & Instruments
Comprised of:
	KEYS     Keysight Technologies                             55705784320
	ROP      Roper Technologies                                40280346624
	TDY      Teledyne Technologies                             28290887680
	TRMB     Trimble Inc.                                      13867205632
	ZBRA     Zebra Technologies                                17278535680
------------------------------------------------------------------------
	Total:                                                    155422759936

Passenger Ground Transportation
Comprised of:
	UBER     Uber                                             154744356864
------------------------------------------------------------------------
	Total:                                                    154744356864

Industrial Conglomerates
Comprised of:
	MMM      3M                                                86930169856
	HON      Honeywell                                         66433794048
------------------------------------------------------------------------
	Total:                                                    153363963904

Household Products
Comprised of:
	CHD      Church & Dwight                                   23376445440
	CLX      Clorox                                            11253838848
	CL       Colgate-Palmolive                                 70765027328
	KMB      Kimberly-Clark                                    34840457216
------------------------------------------------------------------------
	Total:                                                    140235768832

Gold
Comprised of:
	NEM      Newmont                                          134967443456
------------------------------------------------------------------------
	Total:                                                    134967443456

Diversified Support Services
Comprised of:
	AMTM     Amentum                                            4904798720
	CTAS     Cintas                                            80221995008
	CPRT     Copart                                            32482760704
	LDOS     Leidos                                            16735756288
------------------------------------------------------------------------
	Total:                                                    134345310720

Telecom Tower REITs
Comprised of:
	AMT      American Tower                                    81939079168
	CCI      Crown Castle                                      32262285312
	SBAC     SBA Communications                                20097331200
------------------------------------------------------------------------
	Total:                                                    134298695680

Industrial REITs
Comprised of:
	PLD      Prologis                                         133507031040
------------------------------------------------------------------------
	Total:                                                    133507031040

Automotive Retail
Comprised of:
	AZO      AutoZone                                          48703270912
	KMX      CarMax                                             8981554176
	ORLY     O'Reilly Auto Parts                               71099564032
------------------------------------------------------------------------
	Total:                                                    128784389120

Broadcasting
Comprised of:
	FOXA     Fox Corporation (Class A)                         27505018880
	FOX      Fox Corporation (Class B)                         24561956864
	WBD      Warner Bros. Discovery                            70826614784
------------------------------------------------------------------------
	Total:                                                    122893590528

Trading Companies & Distributors
Comprised of:
	FAST     Fastenal                                          56915877888
	URI      United Rentals                                    62856196096
------------------------------------------------------------------------
	Total:                                                    119772073984

Cable & Satellite
Comprised of:
	CHTR     Charter Communications                            20484831232
	CMCSA    Comcast                                           94003388416
------------------------------------------------------------------------
	Total:                                                    114488219648

Apparel Accessories & Luxury Goods
Comprised of:
	LULU     Lululemon Athletica                               11138535424
	NKE      Nike Inc.                                         56966352896
	RL       Ralph Lauren Corporation                          20925284352
	TPR      Tapestry Inc.                                     24353699840
------------------------------------------------------------------------
	Total:                                                    113383872512

Construction & Engineering
Comprised of:
	J        Jacobs Solutions                                  17266966528
	PWR      Quanta Services                                   93875912704
------------------------------------------------------------------------
	Total:                                                    111142879232

Multi-Family Residential REITs
Comprised of:
	AVB      AvalonBay Communities                             26283393024
	CPT      Camden Property Trust                             10626003968
	EQR      Equity Residential                                24609972224
	ESS      Essex Property Trust                              19203524608
	MAA      Mid-America Apartment Communities                 15311994880
	UDR      UDR Inc.                                          13479359488
------------------------------------------------------------------------
	Total:                                                    109514248192

Passenger Airlines
Comprised of:
	DAL      Delta Air Lines                                   52721639424
	LUV      Southwest Airlines                                19382427648
	UAL      United Airlines Holdings                          36150575104
------------------------------------------------------------------------
	Total:                                                    108254642176

Copper
Comprised of:
	FCX      Freeport-McMoRan                                 104441561088
------------------------------------------------------------------------
	Total:                                                    104441561088

Homebuilding
Comprised of:
	DHI      D. R. Horton                                      39927357440
	LEN      Lennar                                            20134014976
	NVR      NVR Inc.                                          16785553408
	PHM      PulteGroup                                        23706025984
------------------------------------------------------------------------
	Total:                                                    100552951808

Health Care Facilities
Comprised of:
	HCA      HCA Healthcare                                    89845121024
	UHS      Universal Health Services                          9998579712
------------------------------------------------------------------------
	Total:                                                     99843700736

Paper & Plastic Packaging Products & Materials
Comprised of:
	AMCR     Amcor                                             20874909696
	AVY      Avery Dennison                                    13390406656
	IP       International Paper                               19721183232
	PKG      Packaging Corporation of America                  21138571264
	SW       Smurfit WestRock                                  24038885376
------------------------------------------------------------------------
	Total:                                                     99163956224

Steel
Comprised of:
	NUE      Nucor                                             59230437376
	STLD     Steel Dynamics                                    34693996544
------------------------------------------------------------------------
	Total:                                                     93924433920
